iter,n_reg,n_clf,oracle_calls,query_k,query_feasible,query_infeasible,best_y,time_sec,train_mse,train_bce,evaluations,iters
0,55,105,5,5,5,0,-48.25800841683208,8.748151779174805,0.4680039584636688,0.5900012588500977,200.0,2.0
